listing_id,neighbourhood_name,property_type,room_type,accommodates,bathrooms,bedrooms,beds,listing_price,minimum_nights,maximum_nights,instant_bookable,is_superhost,host_listing_count,total_reviews_before_cutoff,unique_reviewers_before_cutoff,avg_comment_len_before_cutoff,max_comment_len_before_cutoff,days_since_last_review,available_days_last_90d,available_rate_last_90d,avg_minimum_nights_calendar_last_90d,avg_maximum_nights_calendar_last_90d,available_days_last_30d,available_rate_last_30d,avg_minimum_nights_calendar_last_30d,avg_maximum_nights_calendar_last_30d,future_calendar_days_observed_30d,future_available_days_30d,future_available_rate_30d,high_demand_proxy,cutoff_date,dataset_version
27886,Centrum-West,Private room in houseboat,Private room,2,1.5,1.0,1.0,132.0,3,356,False,True,1,311.0,311.0,302.16720257234726,1917.0,216.0,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,2026-04-11,v1_student
28871,Centrum-West,Private room in rental unit,Private room,2,1.0,1.0,1.0,89.0,2,730,False,True,2,732.0,729.0,201.2363387978142,1265.0,216.0,32,0.3516483516483517,2.0,730.0,13,0.41935483870967744,2.0,730.0,30,12,0.4,0,2026-04-11,v1_student
29051,Centrum-Oost,Private room in condo,Private room,2,1.0,1.0,1.0,61.0,2,730,False,True,2,849.0,841.0,245.10836277974087,2253.0,215.0,29,0.31868131868131866,1.989010989010989,730.0,12,0.3870967741935484,2.0,730.0,30,9,0.3,1,2026-04-11,v1_student
44391,Centrum-Oost,Entire rental unit,Entire home/apt,4,1.5,2.0,,,3,730,False,False,1,42.0,42.0,242.3095238095238,891.0,1330.0,0,0.0,3.0,730.0,0,0.0,3.0,730.0,30,0,0.0,1,2026-04-11,v1_student
48373,Buitenveldert - Zuidas,Entire rental unit,Entire home/apt,4,1.5,2.0,,,3,1125,False,False,1,5.0,5.0,272.2,949.0,713.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
49552,Centrum-West,Entire guest suite,Entire home/apt,3,1.0,2.0,2.0,322.0,3,1125,False,True,1,609.0,605.0,352.82758620689657,1799.0,228.0,78,0.8571428571428571,3.0,1125.0,27,0.8709677419354839,3.0,1125.0,30,4,0.13333333333333333,1,2026-04-11,v1_student
50263,Centrum-Oost,Entire condo,Entire home/apt,4,1.5,2.0,3.0,457.0,2,14,False,False,1,177.0,177.0,443.66101694915255,2467.0,222.0,91,1.0,2.0,1125.0,31,1.0,2.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
50515,Bos en Lommer,Entire townhouse,Entire home/apt,5,1.5,3.0,3.0,198.0,7,18,False,False,1,20.0,20.0,303.1,533.0,231.0,81,0.8901098901098901,7.0,18.0,21,0.6774193548387096,7.0,18.0,30,30,1.0,0,2026-04-11,v1_student
50523,Centrum-West,Entire condo,Entire home/apt,2,1.0,1.0,1.0,162.0,2,365,False,True,1,563.0,560.0,263.39964476021316,1454.0,230.0,84,0.9230769230769231,2.0,365.0,24,0.7741935483870968,2.0,365.0,30,18,0.6,0,2026-04-11,v1_student
53921,IJburg - Zeeburgereiland,Entire rental unit,Entire home/apt,3,1.0,1.0,,,1,21,False,False,1,12.0,12.0,262.0833333333333,886.0,686.0,0,0.0,1.0,21.0,0,0.0,1.0,21.0,30,0,0.0,1,2026-04-11,v1_student
55709,Centrum-Oost,Entire loft,Entire home/apt,2,1.5,1.0,,,11,30,False,False,1,69.0,68.0,502.17391304347825,1983.0,333.0,0,0.0,11.0,30.0,0,0.0,11.0,30.0,30,0,0.0,1,2026-04-11,v1_student
55868,Zuid,Entire condo,Entire home/apt,4,1.5,2.0,,,3,21,False,False,1,96.0,96.0,375.90625,1272.0,978.0,0,0.0,3.0,21.0,0,0.0,3.0,21.0,30,0,0.0,1,2026-04-11,v1_student
62015,Oud-Oost,Entire rental unit,Entire home/apt,2,1.5,1.0,,,30,30,False,False,1,38.0,38.0,345.2631578947368,1307.0,741.0,0,0.0,30.0,30.0,0,0.0,30.0,30.0,30,0,0.0,1,2026-04-11,v1_student
80635,Centrum-West,Private room in home,Private room,1,1.5,1.0,,,3,1125,False,False,4,241.0,241.0,285.46058091286307,1476.0,1197.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
91535,De Pijp - Rivierenbuurt,Private room in boat,Private room,2,1.0,1.0,,,1,30,True,True,1,318.0,318.0,198.3238993710692,1486.0,216.0,0,0.0,1.0,1125.0,0,0.0,1.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
97221,Slotervaart,Private room in bed and breakfast,Private room,2,1.0,1.0,2.0,68.0,2,8,False,False,2,412.0,410.0,217.72815533980582,1556.0,246.0,79,0.8681318681318682,2.0,8.0,29,0.9354838709677419,2.0,8.0,30,30,1.0,0,2026-04-11,v1_student
137026,De Pijp - Rivierenbuurt,Entire townhouse,Entire home/apt,4,2.0,3.0,3.0,335.0,2,1125,False,True,1,117.0,116.0,331.4017094017094,1464.0,230.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,16,0.5333333333333333,0,2026-04-11,v1_student
155548,Oud-Oost,Entire rental unit,Entire home/apt,3,1.5,1.0,,,3,15,False,False,1,21.0,21.0,329.0952380952381,838.0,2426.0,0,0.0,3.0,15.0,0,0.0,3.0,15.0,30,0,0.0,1,2026-04-11,v1_student
158633,Noord-Oost,Entire home,Entire home/apt,4,1.0,3.0,,,3,14,False,False,1,20.0,20.0,328.55,712.0,224.0,0,0.0,3.0,14.0,0,0.0,3.0,14.0,30,0,0.0,1,2026-04-11,v1_student
168769,Centrum-West,Room in boutique hotel,Private room,1,1.5,1.0,,,3,1124,False,False,4,278.0,278.0,266.3453237410072,1573.0,1199.0,0,0.0,3.0,1124.0,0,0.0,3.0,1124.0,30,0,0.0,1,2026-04-11,v1_student
171054,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,3,1.0,2.0,,,3,5,False,False,1,103.0,103.0,334.9514563106796,1050.0,2691.0,0,0.0,3.0,5.0,0,0.0,3.0,5.0,30,0,0.0,1,2026-04-11,v1_student
179528,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,3,1.5,2.0,2.0,301.0,7,60,False,True,2,37.0,37.0,402.5135135135135,1087.0,288.0,91,1.0,24.791208791208792,1125.0,31,1.0,21.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
188347,De Baarsjes - Oud-West,Private room in condo,Private room,2,1.0,1.0,1.0,68.0,3,28,False,False,1,478.0,476.0,295.3619246861925,1469.0,220.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
189754,Centrum-West,Entire loft,Entire home/apt,4,1.0,1.0,3.0,231.0,2,1125,True,True,1,427.0,426.0,221.47540983606558,1713.0,213.0,26,0.2857142857142857,2.0,1125.0,5,0.16129032258064516,2.0,1125.0,30,26,0.8666666666666667,0,2026-04-11,v1_student
190943,Zuid,Entire rental unit,Entire home/apt,3,1.0,2.0,,,3,28,False,False,1,14.0,14.0,202.14285714285714,386.0,643.0,0,0.0,3.0,28.0,0,0.0,3.0,28.0,30,0,0.0,1,2026-04-11,v1_student
219276,Centrum-West,Private room in guest suite,Private room,2,1.0,1.0,,,2,760,False,False,1,16.0,16.0,129.875,262.0,1266.0,58,0.6373626373626373,2.0,760.0,31,1.0,2.0,760.0,30,30,1.0,0,2026-04-11,v1_student
193038,Centrum-Oost,Private room in loft,Private room,2,1.0,1.0,1.0,158.0,3,31,True,True,1,740.0,729.0,353.78648648648647,1950.0,223.0,91,1.0,3.0,1125.0,31,1.0,3.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
212050,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,4,1.5,2.0,,,4,365,False,False,1,23.0,23.0,338.30434782608694,1093.0,613.0,0,0.0,4.0,365.0,0,0.0,4.0,365.0,30,0,0.0,1,2026-04-11,v1_student
213371,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,4,1.5,3.0,,,4,65,False,False,1,23.0,23.0,362.0869565217391,947.0,1029.0,0,0.0,4.0,65.0,0,0.0,4.0,65.0,30,0,0.0,1,2026-04-11,v1_student
214531,Centrum-West,Private room in rental unit,Private room,3,1.0,1.0,,,3,50,False,False,1,169.0,169.0,316.905325443787,1313.0,1385.0,0,0.0,3.0,50.0,0,0.0,3.0,50.0,30,0,0.0,1,2026-04-11,v1_student
245927,Centrum-West,Entire guest suite,Entire home/apt,4,1.5,2.0,3.0,635.0,2,180,True,,1,274.0,274.0,247.81386861313868,1059.0,226.0,70,0.7692307692307693,2.0,180.0,28,0.9032258064516129,2.0,180.0,30,15,0.5,0,2026-04-11,v1_student
247805,De Baarsjes - Oud-West,Private room in rental unit,Private room,2,1.5,1.0,1.0,117.0,2,365,False,True,1,563.0,559.0,323.8223801065719,2026.0,221.0,0,0.0,2.0,365.0,0,0.0,2.0,365.0,30,0,0.0,1,2026-04-11,v1_student
252080,Centrum-Oost,Entire home,Entire home/apt,4,3.5,3.0,,,4,14,False,False,1,29.0,29.0,408.13793103448273,2086.0,243.0,0,0.0,4.0,14.0,0,0.0,4.0,14.0,30,0,0.0,1,2026-04-11,v1_student
254104,Centrum-Oost,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,185.0,2,31,False,False,3,86.0,86.0,332.3953488372093,2092.0,217.0,89,0.978021978021978,2.0,31.0,29,0.9354838709677419,2.0,31.0,30,20,0.6666666666666666,0,2026-04-11,v1_student
1196088,Oud-Noord,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,178.0,2,14,False,True,1,625.0,624.0,197.5968,1256.0,217.0,91,1.0,2.0,1125.0,31,1.0,2.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
254800,Centrum-West,Entire rental unit,Entire home/apt,2,1.5,1.0,,,2,1125,False,False,1,63.0,63.0,338.7936507936508,1555.0,1275.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
255809,De Pijp - Rivierenbuurt,Private room in villa,Private room,4,1.0,2.0,2.0,279.0,2,30,False,True,1,269.0,267.0,227.14126394052045,1003.0,219.0,91,1.0,2.0,30.0,31,1.0,2.0,30.0,30,30,1.0,0,2026-04-11,v1_student
256670,De Baarsjes - Oud-West,Entire condo,Entire home/apt,4,3.0,3.0,,,5,30,False,False,1,10.0,10.0,634.9,1536.0,246.0,0,0.0,5.0,30.0,0,0.0,5.0,30.0,30,0,0.0,1,2026-04-11,v1_student
262394,Zuid,Private room in rental unit,Private room,2,1.0,,,,3,30,False,False,1,113.0,113.0,388.23893805309734,1635.0,2378.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
274706,Centrum-West,Entire rental unit,Entire home/apt,4,1.0,2.0,,,4,40,False,False,1,44.0,43.0,388.52272727272725,1191.0,884.0,0,0.0,4.0,40.0,0,0.0,4.0,40.0,30,0,0.0,1,2026-04-11,v1_student
283170,Zuid,Entire rental unit,Entire home/apt,8,1.5,5.0,8.0,1036.0,2,90,False,False,1,130.0,130.0,278.88461538461536,1374.0,300.0,91,1.0,2.0,90.0,31,1.0,2.0,90.0,30,30,1.0,0,2026-04-11,v1_student
286500,Centrum-West,Private room in rental unit,Private room,2,1.0,1.0,1.0,184.0,3,365,True,True,2,413.0,412.0,274.46731234866826,1373.0,227.0,75,0.8241758241758241,11.901098901098901,1125.0,31,1.0,29.129032258064516,1125.0,30,12,0.4,0,2026-04-11,v1_student
290701,Centrum-West,Private room in home,Private room,2,1.0,1.0,1.0,184.0,3,365,True,True,2,491.0,489.0,242.6130346232179,1939.0,218.0,56,0.6153846153846154,11.901098901098901,1125.0,0,0.0,29.129032258064516,1125.0,30,0,0.0,1,2026-04-11,v1_student
291752,Oud-Oost,Private room in rental unit,Private room,2,1.0,1.0,1.0,141.0,3,1125,False,True,1,283.0,281.0,327.9187279151943,1256.0,291.0,86,0.945054945054945,3.0,1125.0,31,1.0,3.0,1125.0,30,25,0.8333333333333334,0,2026-04-11,v1_student
304082,Centrum-West,Entire guesthouse,Entire home/apt,2,1.5,1.0,1.0,185.0,2,1125,False,True,1,381.0,376.0,226.45931758530185,1369.0,231.0,88,0.967032967032967,2.4285714285714284,1125.0,28,0.9032258064516129,2.4838709677419355,1125.0,30,16,0.5333333333333333,0,2026-04-11,v1_student
306852,Centrum-Oost,Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,200.0,4,21,False,False,3,32.0,32.0,347.46875,1965.0,1106.0,0,0.0,4.0,21.0,0,0.0,4.0,21.0,30,0,0.0,1,2026-04-11,v1_student
307497,Westerpark,Boat,Entire home/apt,16,2.5,10.0,26.0,948.0,2,30,False,True,2,103.0,103.0,280.873786407767,1576.0,699.0,89,0.978021978021978,2.0,30.0,29,0.9354838709677419,2.0,30.0,30,27,0.9,0,2026-04-11,v1_student
307621,Centrum-Oost,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,134.0,3,21,False,False,3,6.0,6.0,464.6666666666667,959.0,1111.0,0,0.0,3.0,21.0,0,0.0,3.0,21.0,30,0,0.0,1,2026-04-11,v1_student
308028,Centrum-Oost,Private room in rental unit,Private room,2,0.5,1.0,,,3,10,False,False,3,36.0,36.0,453.3611111111111,1269.0,1138.0,0,0.0,3.0,10.0,0,0.0,3.0,10.0,30,0,0.0,1,2026-04-11,v1_student
311124,Centrum-West,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,325.0,5,15,False,False,1,100.0,100.0,466.56,2216.0,264.0,91,1.0,5.0,15.0,31,1.0,5.0,15.0,30,30,1.0,0,2026-04-11,v1_student
327285,De Pijp - Rivierenbuurt,Private room in home,Private room,4,1.5,1.0,,,3,30,True,True,1,783.0,781.0,408.4891443167305,3264.0,214.0,82,0.9010989010989011,3.043956043956044,30.0,22,0.7096774193548387,3.129032258064516,30.0,30,13,0.43333333333333335,0,2026-04-11,v1_student
331946,De Baarsjes - Oud-West,Entire loft,Entire home/apt,4,2.0,4.0,5.0,275.0,3,21,False,False,1,37.0,37.0,390.4594594594595,1263.0,236.0,0,0.0,3.0,21.0,0,0.0,3.0,21.0,30,0,0.0,1,2026-04-11,v1_student
343094,Oud-Oost,Private room in townhouse,Private room,2,1.0,1.0,1.0,104.0,5,30,True,True,1,586.0,585.0,307.98805460750856,1676.0,255.0,91,1.0,5.0,1125.0,31,1.0,5.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
357980,De Baarsjes - Oud-West,Entire townhouse,Entire home/apt,4,1.5,4.0,,,3,1125,False,False,1,145.0,142.0,320.8689655172414,1042.0,238.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
359298,Centrum-Oost,Entire rental unit,Entire home/apt,3,1.0,1.0,0.0,271.0,2,1125,False,False,1,112.0,112.0,293.99107142857144,1424.0,462.0,58,0.6373626373626373,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
366438,Centrum-West,Private room in condo,Private room,2,1.5,1.0,1.0,147.0,3,60,False,True,1,565.0,562.0,318.1185840707965,2019.0,215.0,91,1.0,3.0,60.0,31,1.0,3.0,60.0,30,30,1.0,0,2026-04-11,v1_student
367107,Centrum-Oost,Entire condo,Entire home/apt,2,1.5,1.0,1.0,299.0,5,30,False,False,1,23.0,22.0,396.4782608695652,1043.0,350.0,91,1.0,5.0,30.0,31,1.0,5.0,30.0,30,30,1.0,0,2026-04-11,v1_student
379885,De Pijp - Rivierenbuurt,Private room in houseboat,Private room,2,1.0,1.0,1.0,228.0,3,360,True,False,1,94.0,94.0,400.77659574468083,2188.0,895.0,0,0.0,2.4285714285714284,1125.0,0,0.0,2.4838709677419355,1125.0,30,0,0.0,1,2026-04-11,v1_student
410997,Westerpark,Entire rental unit,Entire home/apt,4,1.5,3.0,4.0,287.0,1,365,False,False,1,0.0,0.0,,,-1.0,0,0.0,1.0,365.0,0,0.0,1.0,365.0,30,0,0.0,1,2026-04-11,v1_student
414865,Zuid,Entire rental unit,Entire home/apt,2,1.0,1.0,,,4,30,False,False,1,13.0,12.0,310.46153846153845,851.0,356.0,0,0.0,4.0,30.0,0,0.0,4.0,30.0,30,0,0.0,1,2026-04-11,v1_student
415619,Oostelijk Havengebied - Indische Buurt,Entire condo,Entire home/apt,3,1.0,1.0,1.0,124.0,2,14,False,False,1,92.0,92.0,403.3369565217391,1692.0,230.0,1,0.01098901098901099,2.0,14.0,0,0.0,2.0,14.0,30,0,0.0,1,2026-04-11,v1_student
2981861,De Baarsjes - Oud-West,Private room in bed and breakfast,Private room,2,0.0,1.0,1.0,96.0,1,1125,True,False,15,160.0,159.0,153.6875,970.0,236.0,91,1.0,1.1648351648351647,3.0,31,1.0,1.2258064516129032,3.0,30,30,1.0,0,2026-04-11,v1_student
431635,Bos en Lommer,Entire condo,Entire home/apt,3,0.0,2.0,4.0,63.0,5,6,False,False,1,24.0,24.0,366.7916666666667,923.0,237.0,0,0.0,6.0,6.0,0,0.0,6.0,6.0,30,0,0.0,1,2026-04-11,v1_student
432233,Centrum-Oost,Entire condo,Entire home/apt,2,1.0,1.0,,,3,30,False,False,1,29.0,29.0,361.7241379310345,1550.0,233.0,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,2026-04-11,v1_student
440992,Zuid,Boat,Entire home/apt,4,1.0,2.0,2.0,170.0,3,60,False,False,1,141.0,140.0,321.36879432624113,1126.0,221.0,0,0.0,3.0,60.0,0,0.0,3.0,60.0,30,0,0.0,1,2026-04-11,v1_student
441424,Oostelijk Havengebied - Indische Buurt,Entire home,Entire home/apt,4,2.0,3.0,3.0,158.0,4,30,False,False,1,45.0,45.0,287.5777777777778,989.0,251.0,0,0.0,4.0,1125.0,0,0.0,4.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
445660,De Baarsjes - Oud-West,Private room in guest suite,Private room,3,1.0,2.0,3.0,60.0,3,30,True,True,1,592.0,589.0,278.0135135135135,2409.0,215.0,78,0.8571428571428571,3.0,1125.0,22,0.7096774193548387,3.0,1125.0,30,9,0.3,1,2026-04-11,v1_student
450767,Centrum-Oost,Houseboat,Entire home/apt,4,1.0,2.0,3.0,374.0,3,1125,False,True,2,334.0,334.0,296.08383233532936,4511.0,228.0,88,0.967032967032967,3.0,1125.0,28,0.9032258064516129,3.0,1125.0,30,21,0.7,0,2026-04-11,v1_student
462341,Centrum-West,Entire home,Entire home/apt,2,1.5,3.0,,,5,20,False,False,1,52.0,52.0,337.5,1265.0,242.0,0,0.0,5.0,1125.0,0,0.0,5.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
483779,Slotervaart,Private room in rental unit,Private room,2,1.0,2.0,,,2,14,False,False,1,34.0,33.0,226.76470588235293,891.0,3093.0,0,0.0,2.0,14.0,0,0.0,2.0,14.0,30,0,0.0,1,2026-04-11,v1_student
2984018,De Baarsjes - Oud-West,Private room in bed and breakfast,Private room,2,0.0,1.0,1.0,104.0,1,1125,True,False,15,49.0,48.0,141.79591836734693,994.0,239.0,91,1.0,1.1648351648351647,1000.0,31,1.0,1.2258064516129032,1000.0,30,30,1.0,0,2026-04-11,v1_student
496953,De Baarsjes - Oud-West,Private room in bed and breakfast,Private room,2,1.5,1.0,1.0,250.0,1,31,False,False,1,28.0,28.0,446.4642857142857,1146.0,2658.0,0,0.0,1.0,31.0,0,0.0,1.0,31.0,30,0,0.0,1,2026-04-11,v1_student
503629,Zuid,Entire rental unit,Entire home/apt,4,1.0,2.0,,,1,22,False,False,1,13.0,12.0,530.0,1224.0,241.0,0,0.0,1.0,22.0,0,0.0,1.0,22.0,30,0,0.0,1,2026-04-11,v1_student
505012,Centrum-Oost,Entire home,Entire home/apt,4,1.0,3.0,4.0,630.0,3,30,False,False,1,61.0,60.0,362.04918032786884,1131.0,1067.0,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,2026-04-11,v1_student
507598,Centrum-West,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,500.0,2,7,False,False,1,62.0,62.0,295.6290322580645,969.0,2491.0,0,0.0,2.0,7.0,0,0.0,2.0,7.0,30,0,0.0,1,2026-04-11,v1_student
515088,Noord-Oost,Entire condo,Entire home/apt,4,1.5,1.0,2.0,215.0,2,10,False,False,1,1.0,1.0,137.0,137.0,2589.0,91,1.0,2.0,10.0,31,1.0,2.0,10.0,30,30,1.0,0,2026-04-11,v1_student
515749,Centrum-Oost,Boat,Entire home/apt,4,1.0,1.0,1.0,210.0,3,365,False,True,1,325.0,325.0,327.28,1814.0,257.0,88,0.967032967032967,3.0,365.0,28,0.9032258064516129,3.0,365.0,30,13,0.43333333333333335,0,2026-04-11,v1_student
515921,Zuid,Entire rental unit,Entire home/apt,4,1.5,2.0,1.0,175.0,3,22,False,False,1,104.0,104.0,339.83653846153845,2425.0,244.0,9,0.0989010989010989,2.0,22.0,0,0.0,2.0,22.0,30,0,0.0,1,2026-04-11,v1_student
517996,Centrum-West,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,350.0,3,1125,False,False,1,31.0,31.0,347.9032258064516,997.0,316.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
522471,Bos en Lommer,Entire rental unit,Entire home/apt,4,1.5,4.0,,,9,25,False,False,1,29.0,29.0,523.5862068965517,1721.0,608.0,0,0.0,9.0,25.0,0,0.0,9.0,25.0,30,0,0.0,1,2026-04-11,v1_student
528022,Westerpark,Private room in boat,Private room,2,1.5,1.0,1.0,125.0,2,30,False,True,1,355.0,350.0,232.2507042253521,1250.0,218.0,86,0.945054945054945,2.0,30.0,26,0.8387096774193549,2.0,30.0,30,18,0.6,0,2026-04-11,v1_student
528594,Slotervaart,Private room in rental unit,Private room,2,1.0,,,,2,31,False,True,2,75.0,75.0,394.82666666666665,1814.0,242.0,0,0.0,2.0,31.0,0,0.0,2.0,31.0,30,0,0.0,1,2026-04-11,v1_student
537321,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2,1.0,2.0,,,29,30,False,False,1,33.0,33.0,368.06060606060606,1239.0,1421.0,0,0.0,29.0,30.0,0,0.0,29.0,30.0,30,0,0.0,1,2026-04-11,v1_student
538723,Watergraafsmeer,Entire condo,Entire home/apt,4,1.5,2.0,,,5,30,False,False,1,57.0,57.0,354.140350877193,1461.0,2292.0,0,0.0,5.0,30.0,0,0.0,5.0,30.0,30,0,0.0,1,2026-04-11,v1_student
549310,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,4,1.0,2.0,,,1,1125,False,False,1,63.0,63.0,283.36507936507934,1838.0,258.0,0,0.0,1.0,1125.0,0,0.0,1.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
553514,Westerpark,Entire rental unit,Entire home/apt,2,1.5,0.0,1.0,108.0,2,30,False,False,1,162.0,161.0,315.8703703703704,1543.0,2246.0,0,0.0,2.0,30.0,0,0.0,2.0,30.0,30,0,0.0,1,2026-04-11,v1_student
556829,Buitenveldert - Zuidas,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,126.0,3,30,False,False,2,28.0,28.0,360.5357142857143,1089.0,720.0,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,2026-04-11,v1_student
568446,Centrum-Oost,Entire rental unit,Entire home/apt,3,1.0,2.0,,,3,5,False,False,1,108.0,105.0,271.99074074074076,1418.0,1346.0,0,0.0,3.0,5.0,0,0.0,3.0,5.0,30,0,0.0,1,2026-04-11,v1_student
570753,Zuid,Private room in bed and breakfast,Private room,3,1.5,1.0,2.0,87.0,4,30,False,True,1,402.0,398.0,359.78855721393035,2154.0,235.0,31,0.34065934065934067,4.0,30.0,11,0.3548387096774194,4.0,30.0,30,22,0.7333333333333333,0,2026-04-11,v1_student
575603,Centrum-Oost,Entire loft,Entire home/apt,4,2.5,4.0,,,5,35,False,False,1,22.0,22.0,338.09090909090907,757.0,463.0,0,0.0,5.0,35.0,0,0.0,5.0,35.0,30,0,0.0,1,2026-04-11,v1_student
575615,Centrum-Oost,Entire rental unit,Entire home/apt,4,1.5,3.0,,,3,30,False,False,1,40.0,40.0,381.25,1331.0,624.0,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,2026-04-11,v1_student
579851,Westerpark,Private room in guest suite,Private room,2,1.0,1.0,1.0,152.0,2,31,False,True,1,640.0,633.0,318.3078125,2138.0,229.0,0,0.0,2.0,31.0,0,0.0,2.0,31.0,30,0,0.0,1,2026-04-11,v1_student
582028,Slotervaart,Entire rental unit,Entire home/apt,6,1.5,3.0,1.0,187.0,3,28,False,False,1,13.0,13.0,347.46153846153845,646.0,260.0,58,0.6373626373626373,6.142857142857143,28.0,0,0.0,6.225806451612903,28.0,30,0,0.0,1,2026-04-11,v1_student
582382,Oud-Noord,Entire townhouse,Entire home/apt,4,1.5,2.0,,,5,14,False,False,1,20.0,20.0,410.95,985.0,629.0,0,0.0,3.0,14.0,0,0.0,3.0,14.0,30,0,0.0,1,2026-04-11,v1_student
584258,Zuid,Entire condo,Entire home/apt,2,1.5,1.0,,,3,8,False,False,1,23.0,23.0,296.5652173913044,653.0,222.0,0,0.0,3.0,8.0,0,0.0,3.0,8.0,30,0,0.0,1,2026-04-11,v1_student
588020,Centrum-Oost,Entire rental unit,Entire home/apt,6,1.0,3.0,6.0,360.0,3,90,True,False,2,391.0,391.0,254.0920716112532,2131.0,222.0,77,0.8461538461538461,3.043956043956044,90.0,25,0.8064516129032258,3.129032258064516,90.0,30,23,0.7666666666666667,0,2026-04-11,v1_student
590236,De Baarsjes - Oud-West,Entire condo,Entire home/apt,2,1.0,1.0,1.0,180.0,3,7,False,False,1,61.0,60.0,462.655737704918,3957.0,228.0,91,1.0,3.0,7.0,31,1.0,3.0,7.0,30,30,1.0,0,2026-04-11,v1_student
590386,Watergraafsmeer,Entire rental unit,Entire home/apt,4,1.5,4.0,,,7,14,False,False,1,10.0,10.0,635.0,1614.0,253.0,0,0.0,7.0,14.0,0,0.0,7.0,14.0,30,0,0.0,1,2026-04-11,v1_student
590681,Zuid,Entire rental unit,Entire home/apt,4,2.0,4.0,1.0,280.0,2,21,False,False,1,29.0,29.0,238.20689655172413,654.0,634.0,0,0.0,2.0,21.0,0,0.0,2.0,21.0,30,0,0.0,1,2026-04-11,v1_student
591951,Bijlmer-Oost,Entire home,Entire home/apt,4,1.5,3.0,5.0,319.0,1,30,False,False,1,72.0,72.0,279.84722222222223,778.0,313.0,91,1.0,1.0,30.0,31,1.0,1.0,30.0,30,30,1.0,0,2026-04-11,v1_student
606871,Westerpark,Private room in houseboat,Private room,2,1.0,1.0,1.0,164.0,1,365,False,True,1,629.0,629.0,257.2670906200318,1520.0,221.0,91,1.0,1.0,365.0,31,1.0,1.0,365.0,30,30,1.0,0,2026-04-11,v1_student
608432,Centrum-West,Private room in bed and breakfast,Private room,2,1.0,0.0,1.0,110.0,1,10,False,True,2,1002.0,997.0,255.33832335329342,2689.0,213.0,0,0.0,1.0,1125.0,0,0.0,1.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
11673293,De Baarsjes - Oud-West,Entire condo,Entire home/apt,4,2.0,2.0,,,5,30,False,False,1,42.0,42.0,332.0,1040.0,1092.0,0,0.0,5.0,30.0,0,0.0,5.0,30.0,30,0,0.0,1,2026-04-11,v1_student
613088,Noord-Oost,Private room in farm stay,Private room,2,1.0,1.0,1.0,81.0,2,1125,False,False,8,415.0,411.0,352.5686746987952,1614.0,1049.0,91,1.0,2.0,1125.0,31,1.0,2.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
