listing_id,neighbourhood_name,property_type,room_type,accommodates,bathrooms,bedrooms,beds,listing_price,minimum_nights,maximum_nights,instant_bookable,is_superhost,host_listing_count,total_reviews_before_cutoff,unique_reviewers_before_cutoff,avg_comment_len_before_cutoff,max_comment_len_before_cutoff,days_since_last_review,available_days_last_90d,available_rate_last_90d,avg_minimum_nights_calendar_last_90d,avg_maximum_nights_calendar_last_90d,available_days_last_30d,available_rate_last_30d,avg_minimum_nights_calendar_last_30d,avg_maximum_nights_calendar_last_30d,future_calendar_days_observed_30d,future_available_days_30d,future_available_rate_30d,high_demand_proxy,cutoff_date,dataset_version
1145140,Zuid,Entire condo,Entire home/apt,2,1.0,1.0,,,4,7,False,False,1,29.0,29.0,356.51724137931035,1620.0,230.0,0,0.0,4.0,7.0,0,0.0,4.0,7.0,30,0,0.0,1,2026-04-11,v1_student
1145866,Bos en Lommer,Private room in condo,Private room,2,1.5,1.0,2.0,88.0,28,60,False,True,3,380.0,380.0,228.92631578947368,1149.0,251.0,91,1.0,1.0,60.0,31,1.0,1.0,60.0,30,30,1.0,0,2026-04-11,v1_student
1149289,Centrum-Oost,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,198.0,2,25,False,False,1,99.0,99.0,313.04040404040404,1105.0,327.0,58,0.6373626373626373,2.0,25.0,0,0.0,2.0,25.0,30,0,0.0,1,2026-04-11,v1_student
1149380,Bijlmer-Centrum,Private room in bed and breakfast,Private room,4,1.0,2.0,4.0,159.0,1,1125,True,True,1,804.0,785.0,225.78855721393035,1583.0,221.0,71,0.7802197802197802,1.0,229.21978021978023,18,0.5806451612903226,1.0,475.741935483871,30,10,0.3333333333333333,0,2026-04-11,v1_student
1149694,Bos en Lommer,Entire rental unit,Entire home/apt,2,1.5,1.0,,,3,365,True,False,1,74.0,74.0,332.4594594594595,2652.0,2224.0,0,0.0,3.0,365.0,0,0.0,3.0,365.0,30,0,0.0,1,2026-04-11,v1_student
1155386,De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,2,1.0,1.0,2.0,150.0,7,30,False,False,1,68.0,68.0,336.1764705882353,1083.0,552.0,91,1.0,7.0,30.0,31,1.0,7.0,30.0,30,30,1.0,0,2026-04-11,v1_student
1158865,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,284.0,3,8,False,False,1,30.0,30.0,454.6333333333333,999.0,258.0,0,0.0,3.0,8.0,0,0.0,3.0,8.0,30,0,0.0,1,2026-04-11,v1_student
1159534,Centrum-Oost,Entire home,Entire home/apt,4,3.5,4.0,4.0,800.0,4,20,False,False,1,30.0,30.0,413.3333333333333,979.0,581.0,91,1.0,4.0,20.0,31,1.0,4.0,20.0,30,30,1.0,0,2026-04-11,v1_student
1201952,Oostelijk Havengebied - Indische Buurt,Entire rental unit,Entire home/apt,2,1.0,1.0,,,2,30,False,False,1,22.0,22.0,296.1818181818182,620.0,2372.0,0,0.0,2.0,30.0,0,0.0,2.0,30.0,30,0,0.0,1,2026-04-11,v1_student
1162769,Oud-Oost,Entire rental unit,Entire home/apt,4,1.0,4.0,4.0,349.0,4,20,False,False,1,18.0,18.0,336.72222222222223,910.0,831.0,0,0.0,4.0,20.0,0,0.0,4.0,20.0,30,0,0.0,1,2026-04-11,v1_student
1174506,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,148.0,6,7,False,False,1,49.0,48.0,452.53061224489795,1245.0,326.0,0,0.0,6.0,7.0,0,0.0,6.0,7.0,30,0,0.0,1,2026-04-11,v1_student
1182421,Oud-Noord,Entire home,Entire home/apt,4,1.0,3.0,,,3,1125,False,False,1,14.0,14.0,196.85714285714286,479.0,343.0,0,0.0,1.0,1125.0,0,0.0,1.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1190198,Zuid,Entire condo,Entire home/apt,4,1.5,3.0,,,4,30,False,False,1,16.0,16.0,597.3125,1175.0,3626.0,0,0.0,4.0,30.0,0,0.0,4.0,30.0,30,0,0.0,1,2026-04-11,v1_student
1195666,Centrum-West,Entire rental unit,Entire home/apt,4,1.0,4.0,4.0,429.0,3,25,False,False,1,53.0,53.0,266.4339622641509,682.0,263.0,8,0.08791208791208792,3.0,25.0,0,0.0,3.0,25.0,30,16,0.5333333333333333,0,2026-04-11,v1_student
1223171,De Baarsjes - Oud-West,Private room in home,Private room,4,1.0,1.0,4.0,156.0,2,1125,False,True,1,586.0,569.0,209.07337883959045,1534.0,229.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1225622,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,4,2.0,3.0,6.0,384.0,4,30,False,False,1,64.0,64.0,357.859375,1073.0,264.0,0,0.0,4.0,30.0,0,0.0,4.0,30.0,30,0,0.0,1,2026-04-11,v1_student
1234387,Zuid,Entire home,Entire home/apt,6,2.0,5.0,8.0,360.0,5,365,False,False,1,7.0,7.0,292.42857142857144,1007.0,412.0,58,0.6373626373626373,3.0,365.0,0,0.0,3.0,365.0,30,0,0.0,1,2026-04-11,v1_student
1236227,Centrum-Oost,Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,589.0,1,365,True,True,1,411.0,409.0,331.2603406326034,1967.0,215.0,83,0.9120879120879121,1.1538461538461537,1125.0,27,0.8709677419354839,1.0,1125.0,30,9,0.3,1,2026-04-11,v1_student
26292322,IJburg - Zeeburgereiland,Entire home,Entire home/apt,4,1.5,2.0,,,4,1125,False,False,1,12.0,12.0,350.0,797.0,2291.0,0,0.0,4.0,1125.0,0,0.0,4.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1246242,Oud-Noord,Entire home,Entire home/apt,4,3.5,3.0,3.0,293.0,2,20,False,False,1,51.0,51.0,414.52941176470586,1429.0,242.0,58,0.6373626373626373,2.0,20.0,0,0.0,2.0,20.0,30,0,0.0,1,2026-04-11,v1_student
1260229,Centrum-West,Boat,Entire home/apt,2,1.5,1.0,1.0,256.0,3,30,False,False,1,85.0,84.0,313.83529411764704,2636.0,272.0,27,0.2967032967032967,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,2026-04-11,v1_student
1262157,Zuid,Entire rental unit,Entire home/apt,5,1.0,3.0,5.0,429.0,2,730,False,False,1,42.0,42.0,429.8333333333333,2727.0,314.0,50,0.5494505494505495,1.8571428571428572,730.0,31,1.0,1.8387096774193548,730.0,30,30,1.0,0,2026-04-11,v1_student
1267645,Centrum-Oost,Houseboat,Entire home/apt,4,2.0,2.0,,,2,100,False,False,1,38.0,38.0,412.6578947368421,1030.0,2237.0,0,0.0,2.0,100.0,0,0.0,2.0,100.0,30,0,0.0,1,2026-04-11,v1_student
26294197,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2,1.0,1.0,,,3,28,False,False,1,23.0,23.0,201.69565217391303,605.0,1138.0,0,0.0,3.0,28.0,0,0.0,3.0,28.0,30,0,0.0,1,2026-04-11,v1_student
1271700,De Baarsjes - Oud-West,Entire townhouse,Entire home/apt,4,1.5,2.0,6.0,407.0,2,10,False,False,1,42.0,42.0,350.4761904761905,1413.0,214.0,30,0.32967032967032966,2.0,10.0,0,0.0,2.0,10.0,30,0,0.0,1,2026-04-11,v1_student
1272352,Bos en Lommer,Private room in condo,Private room,2,1.0,1.0,1.0,108.0,3,100,True,True,1,476.0,472.0,334.2268907563025,3575.0,221.0,42,0.46153846153846156,2.3516483516483517,1125.0,31,1.0,2.129032258064516,1125.0,30,30,1.0,0,2026-04-11,v1_student
1299652,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,3,1.0,1.0,,,3,4,False,True,1,87.0,87.0,374.1034482758621,1149.0,299.0,0,0.0,3.0,4.0,0,0.0,3.0,4.0,30,0,0.0,1,2026-04-11,v1_student
1303321,De Pijp - Rivierenbuurt,Private room in guesthouse,Private room,2,1.5,1.0,1.0,86.0,3,60,False,True,2,131.0,130.0,302.412213740458,2581.0,222.0,0,0.0,3.0,60.0,0,0.0,3.0,60.0,30,0,0.0,1,2026-04-11,v1_student
983312526363323356,Watergraafsmeer,Entire condo,Entire home/apt,2,1.5,1.0,,,2,30,False,False,1,0.0,0.0,,,-1.0,0,0.0,2.0,30.0,0,0.0,2.0,30.0,30,0,0.0,1,2026-04-11,v1_student
769435268579370396,Centrum-West,Room in hotel,Private room,2,1.0,0.0,2.0,244.0,1,365,False,True,15,44.0,42.0,221.47727272727272,986.0,225.0,91,1.0,1.2857142857142858,365.0,31,1.0,1.3225806451612903,365.0,30,30,1.0,0,2026-04-11,v1_student
1308382,De Baarsjes - Oud-West,Boat,Entire home/apt,4,1.5,1.0,,,2,28,False,False,1,7.0,7.0,201.28571428571428,449.0,1269.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1311373,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,4,1.0,3.0,6.0,500.0,4,1125,False,False,1,32.0,31.0,363.71875,903.0,695.0,91,1.0,4.0,1125.0,31,1.0,4.0,1125.0,30,22,0.7333333333333333,0,2026-04-11,v1_student
1323521,Westerpark,Entire rental unit,Entire home/apt,4,1.5,2.0,,,3,1125,False,False,1,12.0,12.0,485.0,1889.0,2431.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1331157,IJburg - Zeeburgereiland,Entire home,Entire home/apt,4,1.5,3.0,3.0,338.0,2,1125,False,False,1,25.0,24.0,361.48,990.0,249.0,86,0.945054945054945,2.0,1125.0,31,1.0,2.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
983359404091365529,Centrum-Oost,Entire rental unit,Entire home/apt,2,1.0,1.0,,,3,14,False,False,1,0.0,0.0,,,-1.0,91,1.0,3.0,14.0,31,1.0,3.0,14.0,30,30,1.0,0,2026-04-11,v1_student
1338064,Oostelijk Havengebied - Indische Buurt,Private room in rental unit,Private room,2,1.0,,,,5,9,False,False,1,40.0,40.0,586.275,1298.0,3470.0,0,0.0,5.0,9.0,0,0.0,5.0,9.0,30,0,0.0,1,2026-04-11,v1_student
1350096,Oud-Oost,Private room in bed and breakfast,Private room,2,1.5,1.0,1.0,100.0,2,29,False,True,4,178.0,178.0,347.32022471910113,3814.0,251.0,91,1.0,2.0,29.0,31,1.0,2.0,29.0,30,28,0.9333333333333333,0,2026-04-11,v1_student
1350246,Oud-Oost,Private room in bed and breakfast,Private room,1,1.5,1.0,1.0,89.0,2,29,False,True,4,259.0,258.0,334.7181467181467,2228.0,216.0,91,1.0,2.0,29.0,31,1.0,2.0,29.0,30,28,0.9333333333333333,0,2026-04-11,v1_student
1358042,Noord-Oost,Private room in boat,Private room,2,1.5,1.0,1.0,68.0,2,730,True,True,1,700.0,695.0,310.2471428571429,1885.0,221.0,71,0.7802197802197802,2.0,730.0,18,0.5806451612903226,2.0,730.0,30,20,0.6666666666666666,0,2026-04-11,v1_student
17564346,Centrum-Oost,Entire condo,Entire home/apt,2,1.5,1.0,1.0,157.0,23,730,False,,1,40.0,39.0,366.85,1333.0,268.0,39,0.42857142857142855,19.065934065934066,730.0,6,0.1935483870967742,20.483870967741936,730.0,30,0,0.0,1,2026-04-11,v1_student
1364013,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,4,1.5,3.0,,,4,23,False,False,1,31.0,31.0,369.03225806451616,1084.0,249.0,0,0.0,5.0,23.0,0,0.0,5.0,23.0,30,0,0.0,1,2026-04-11,v1_student
1366058,Oud-Noord,Entire rental unit,Entire home/apt,4,1.5,2.0,,,2,14,False,False,1,79.0,79.0,373.8101265822785,1634.0,257.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1375601,De Baarsjes - Oud-West,Private room in houseboat,Private room,2,1.0,1.0,,,4,365,False,False,1,11.0,11.0,299.45454545454544,785.0,1055.0,0,0.0,4.0,365.0,0,0.0,4.0,365.0,30,0,0.0,1,2026-04-11,v1_student
1375612,Noord-Oost,Private room in bed and breakfast,Private room,4,1.5,1.0,4.0,76.0,2,1125,True,False,8,229.0,228.0,387.0655021834061,2508.0,234.0,11,0.12087912087912088,2.0,1125.0,11,0.3548387096774194,2.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
1377662,Bos en Lommer,Private room in rental unit,Private room,1,1.5,,,,3,7,False,False,2,37.0,37.0,390.3243243243243,1533.0,2246.0,0,0.0,3.0,7.0,0,0.0,3.0,7.0,30,0,0.0,1,2026-04-11,v1_student
1380019,Centrum-Oost,Entire condo,Entire home/apt,2,2.0,1.0,1.0,248.0,3,30,False,False,1,6.0,6.0,466.3333333333333,821.0,231.0,29,0.31868131868131866,3.0,30.0,2,0.06451612903225806,3.0,30.0,30,0,0.0,1,2026-04-11,v1_student
1383369,Westerpark,Entire condo,Entire home/apt,2,0.0,,,,3,500,False,True,1,161.0,160.0,358.0,2807.0,285.0,0,0.0,3.0,500.0,0,0.0,3.0,500.0,30,0,0.0,1,2026-04-11,v1_student
1394668,De Baarsjes - Oud-West,Private room in condo,Private room,2,1.5,,,,3,7,False,True,1,254.0,254.0,398.11417322834643,1683.0,218.0,0,0.0,3.0,7.0,0,0.0,3.0,7.0,30,0,0.0,1,2026-04-11,v1_student
1397317,Oud-Oost,Entire home,Entire home/apt,4,1.0,2.0,2.0,622.0,3,30,False,False,1,48.0,47.0,388.3541666666667,1144.0,620.0,91,1.0,3.0,1125.0,31,1.0,3.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
1402541,Oud-Oost,Private room in rental unit,Private room,2,1.0,1.0,1.0,109.0,2,10,False,True,1,819.0,815.0,349.85714285714283,2380.0,231.0,80,0.8791208791208791,2.0,10.0,20,0.6451612903225806,2.0,10.0,30,0,0.0,1,2026-04-11,v1_student
1408035,De Aker - Nieuw Sloten,Shared room in home,Shared room,1,1.5,,,,3,3,False,False,1,36.0,36.0,484.8611111111111,2196.0,2537.0,0,0.0,3.0,3.0,0,0.0,3.0,3.0,30,0,0.0,1,2026-04-11,v1_student
1427610,Geuzenveld - Slotermeer,Entire home,Entire home/apt,4,2.0,2.0,,,5,1125,False,False,1,6.0,6.0,127.66666666666667,339.0,979.0,0,0.0,5.0,1125.0,0,0.0,5.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1429701,Centrum-West,Houseboat,Entire home/apt,2,1.0,1.0,1.0,188.0,2,14,False,True,1,572.0,570.0,292.28146853146853,1871.0,228.0,81,0.8901098901098901,2.0,1125.0,21,0.6774193548387096,2.0,1125.0,30,24,0.8,0,2026-04-11,v1_student
1432378,De Baarsjes - Oud-West,Entire condo,Entire home/apt,3,1.5,2.0,,,2,30,False,False,1,35.0,35.0,378.2857142857143,1375.0,249.0,0,0.0,2.0,30.0,0,0.0,2.0,30.0,30,0,0.0,1,2026-04-11,v1_student
1443515,Oostelijk Havengebied - Indische Buurt,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,264.0,5,30,False,False,1,21.0,21.0,455.42857142857144,1273.0,919.0,0,0.0,5.0,30.0,0,0.0,5.0,30.0,30,0,0.0,1,2026-04-11,v1_student
1447217,Bos en Lommer,Private room in condo,Private room,2,1.0,1.0,1.0,110.0,3,730,True,True,1,325.0,322.0,293.66769230769233,1476.0,229.0,0,0.0,4.0,1125.0,0,0.0,4.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
50586333,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1.0,1.0,,,5,365,False,False,1,9.0,9.0,186.66666666666666,432.0,465.0,0,0.0,5.0,1125.0,0,0.0,5.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1448920,Westerpark,Entire rental unit,Entire home/apt,2,1.5,1.0,,,3,10,False,False,1,11.0,11.0,523.4545454545455,1641.0,2362.0,0,0.0,3.0,10.0,0,0.0,3.0,10.0,30,0,0.0,1,2026-04-11,v1_student
1453066,Oostelijk Havengebied - Indische Buurt,Entire rental unit,Entire home/apt,2,1.5,2.0,3.0,195.0,2,14,False,False,1,30.0,30.0,353.1333333333333,839.0,2099.0,0,0.0,2.0,14.0,0,0.0,2.0,14.0,30,0,0.0,1,2026-04-11,v1_student
1454784,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,220.0,4,30,False,False,1,56.0,56.0,339.7142857142857,1111.0,371.0,15,0.16483516483516483,4.0,30.0,0,0.0,4.0,30.0,30,0,0.0,1,2026-04-11,v1_student
1468473,Bos en Lommer,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,196.0,3,120,True,False,1,143.0,143.0,314.006993006993,1353.0,229.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
667119068788258134,Oud-Oost,Entire condo,Entire home/apt,2,1.0,1.0,,,3,365,True,False,1,10.0,10.0,258.1,920.0,394.0,0,0.0,3.0,365.0,0,0.0,3.0,365.0,30,0,0.0,1,2026-04-11,v1_student
1482038,Centrum-West,Private room in loft,Private room,2,1.0,1.0,,,3,4,False,False,1,68.0,68.0,320.5882352941176,1047.0,2225.0,0,0.0,2.5714285714285716,1125.0,0,0.0,2.6129032258064515,1125.0,30,0,0.0,1,2026-04-11,v1_student
1482851,Westerpark,Private room in boat,Private room,4,1.0,2.0,2.0,165.0,2,1125,True,True,3,148.0,148.0,254.80405405405406,1152.0,237.0,88,0.967032967032967,2.0,1125.0,28,0.9032258064516129,2.0,1125.0,30,22,0.7333333333333333,0,2026-04-11,v1_student
1484348,De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,2,1.5,1.0,1.0,212.0,5,15,False,False,1,77.0,77.0,431.2597402597403,1095.0,547.0,10,0.10989010989010989,4.956043956043956,15.0,8,0.25806451612903225,5.0,15.0,30,0,0.0,1,2026-04-11,v1_student
1505436,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,400.0,7,30,False,False,1,38.0,38.0,459.55263157894734,2160.0,960.0,91,1.0,7.0,30.0,31,1.0,7.0,30.0,30,30,1.0,0,2026-04-11,v1_student
22759349,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2,1.5,1.0,,,3,25,False,False,1,25.0,25.0,217.16,713.0,909.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1511360,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,160.0,2,30,False,False,1,101.0,101.0,324.0693069306931,1973.0,265.0,40,0.43956043956043955,2.0,30.0,0,0.0,2.0,30.0,30,0,0.0,1,2026-04-11,v1_student
1521776,De Baarsjes - Oud-West,Entire condo,Entire home/apt,3,2.0,2.0,,,4,21,False,False,1,35.0,35.0,346.34285714285716,1093.0,1095.0,0,0.0,4.0,21.0,0,0.0,4.0,21.0,30,0,0.0,1,2026-04-11,v1_student
1524993,Centrum-West,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,225.0,2,4,False,True,2,104.0,104.0,321.6730769230769,1098.0,316.0,0,0.0,2.0,4.0,0,0.0,2.0,4.0,30,0,0.0,1,2026-04-11,v1_student
1532428,Centrum-West,Entire condo,Entire home/apt,4,1.0,1.0,,,3,30,False,False,1,21.0,21.0,358.0952380952381,834.0,930.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1534317,Geuzenveld - Slotermeer,Private room in home,Private room,2,1.0,1.0,1.0,82.0,4,30,False,True,2,374.0,371.0,296.1631016042781,1425.0,230.0,49,0.5384615384615384,4.0,1125.0,31,1.0,4.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
1534620,Centrum-West,Entire condo,Entire home/apt,2,1.5,1.0,,,3,20,False,False,1,43.0,43.0,342.3953488372093,973.0,215.0,0,0.0,2.142857142857143,20.0,0,0.0,2.129032258064516,20.0,30,0,0.0,1,2026-04-11,v1_student
1537852,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2,1.0,1.0,,,4,8,False,False,1,15.0,15.0,399.3333333333333,848.0,831.0,0,0.0,4.0,8.0,0,0.0,4.0,8.0,30,0,0.0,1,2026-04-11,v1_student
1558627,Zuid,Entire townhouse,Entire home/apt,4,1.0,4.0,,,2,1125,False,False,1,26.0,26.0,339.4230769230769,879.0,2450.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1567891,Zuid,Entire condo,Entire home/apt,2,1.0,1.0,2.0,162.0,3,730,False,False,1,95.0,93.0,314.3578947368421,1352.0,370.0,0,0.0,3.0,730.0,0,0.0,3.0,730.0,30,0,0.0,1,2026-04-11,v1_student
1568669,Watergraafsmeer,Entire townhouse,Entire home/apt,4,1.0,2.0,2.0,174.0,2,31,False,False,1,45.0,45.0,313.8666666666667,970.0,217.0,58,0.6373626373626373,3.0,31.0,0,0.0,3.0,31.0,30,0,0.0,1,2026-04-11,v1_student
1580186,Centrum-West,Boat,Entire home/apt,3,1.0,2.0,1.0,389.0,30,31,False,True,1,139.0,138.0,403.841726618705,3417.0,525.0,0,0.0,2.4285714285714284,31.0,0,0.0,2.4516129032258065,31.0,30,0,0.0,1,2026-04-11,v1_student
1586071,Bos en Lommer,Private room in guest suite,Private room,2,1.0,1.0,,,4,30,False,False,1,45.0,43.0,371.6,1147.0,1241.0,0,0.0,4.0,30.0,0,0.0,4.0,30.0,30,0,0.0,1,2026-04-11,v1_student
1601408,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,379.0,4,1000,False,True,1,316.0,312.0,322.5348101265823,2080.0,292.0,91,1.0,4.0,1125.0,31,1.0,4.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
1603794,Centrum-West,Entire rental unit,Entire home/apt,2,1.0,1.0,,,3,7,False,False,1,87.0,87.0,319.8045977011494,930.0,216.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1605387,Oostelijk Havengebied - Indische Buurt,Entire rental unit,Entire home/apt,2,1.0,1.0,,,3,15,False,False,1,30.0,30.0,339.03333333333336,882.0,1266.0,0,0.0,4.428571428571429,1125.0,0,0.0,4.419354838709677,1125.0,30,0,0.0,1,2026-04-11,v1_student
1610986,Centrum-Oost,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,276.0,2,30,False,False,1,61.0,60.0,283.1311475409836,1118.0,292.0,91,1.0,2.0,30.0,31,1.0,2.0,30.0,30,23,0.7666666666666667,0,2026-04-11,v1_student
1620658,Oud-Oost,Entire rental unit,Entire home/apt,2,1.0,1.0,,,3,1125,False,False,1,43.0,43.0,352.4186046511628,1294.0,917.0,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
710635305581622286,Zuid,Entire condo,Entire home/apt,4,1.5,2.0,4.0,601.0,6,1125,False,False,1,13.0,13.0,360.15384615384613,938.0,289.0,91,1.0,6.0,1125.0,31,1.0,6.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
1630438,De Pijp - Rivierenbuurt,Private room in rental unit,Private room,2,1.0,1.0,2.0,111.0,2,1125,False,False,1,407.0,398.0,288.6560196560197,2190.0,231.0,83,0.9120879120879121,2.0,1125.0,23,0.7419354838709677,2.0,1125.0,30,10,0.3333333333333333,0,2026-04-11,v1_student
1630603,Zuid,Private room in rental unit,Private room,2,1.0,1.0,1.0,79.0,1,6,False,False,2,596.0,592.0,292.29194630872485,2143.0,243.0,47,0.5164835164835165,1.0,6.0,31,1.0,1.0,6.0,30,30,1.0,0,2026-04-11,v1_student
1631878,Zuid,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,475.0,6,1125,False,False,1,73.0,73.0,374.2191780821918,1845.0,721.0,91,1.0,6.0,1125.0,31,1.0,6.0,1125.0,30,30,1.0,0,2026-04-11,v1_student
1639387,Oostelijk Havengebied - Indische Buurt,Entire home,Entire home/apt,4,1.0,2.0,,,2,1125,False,False,1,3.0,3.0,261.0,456.0,4480.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
710693675553013989,Centrum-West,Entire rental unit,Entire home/apt,2,1.0,1.0,,,1,365,False,False,1,6.0,6.0,405.3333333333333,1004.0,1000.0,91,1.0,1.0,365.0,31,1.0,1.0,365.0,30,30,1.0,0,2026-04-11,v1_student
1645571,De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,4,1.5,3.0,4.0,446.0,2,14,False,False,1,28.0,28.0,247.75,933.0,237.0,53,0.5824175824175825,2.0,14.0,22,0.7096774193548387,2.0,14.0,30,0,0.0,1,2026-04-11,v1_student
1649932,Centrum-Oost,Entire townhouse,Entire home/apt,2,2.0,1.0,,,4,30,False,False,1,8.0,8.0,335.5,588.0,1636.0,0,0.0,4.0,30.0,0,0.0,4.0,30.0,30,0,0.0,1,2026-04-11,v1_student
1662676,Centrum-West,Entire rental unit,Entire home/apt,2,1.0,1.0,,,15,30,False,False,1,20.0,20.0,418.3,1110.0,2779.0,0,0.0,15.0,30.0,0,0.0,15.0,30.0,30,0,0.0,1,2026-04-11,v1_student
1677381,Centrum-West,Private room in home,Private room,2,1.0,1.0,1.0,139.0,2,1125,False,False,1,641.0,633.0,268.15288611544463,2736.0,232.0,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
711286191458897908,Zuid,Entire condo,Entire home/apt,2,1.0,1.0,,,5,12,False,False,1,1.0,1.0,605.0,605.0,909.0,0,0.0,5.0,12.0,0,0.0,5.0,12.0,30,0,0.0,1,2026-04-11,v1_student
1708187,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1.5,2.0,,,5,14,False,False,1,47.0,47.0,250.7872340425532,1271.0,381.0,0,0.0,5.0,14.0,0,0.0,5.0,14.0,30,0,0.0,1,2026-04-11,v1_student
1708637,De Pijp - Rivierenbuurt,Private room in home,Private room,2,1.0,1.0,1.0,127.0,3,31,False,True,1,374.0,374.0,230.84491978609626,1308.0,232.0,88,0.967032967032967,3.0,31.0,28,0.9032258064516129,3.0,31.0,30,26,0.8666666666666667,0,2026-04-11,v1_student
1713147,De Pijp - Rivierenbuurt,Entire townhouse,Entire home/apt,6,1.0,4.0,4.0,303.0,7,1125,False,False,1,23.0,23.0,422.04347826086956,1113.0,1138.0,0,0.0,7.0,1125.0,0,0.0,7.0,1125.0,30,0,0.0,1,2026-04-11,v1_student
1713474,De Baarsjes - Oud-West,Entire loft,Entire home/apt,4,1.5,1.0,,,1,90,False,False,1,289.0,289.0,261.29065743944636,2555.0,2049.0,0,0.0,1.0,90.0,0,0.0,1.0,90.0,30,0,0.0,1,2026-04-11,v1_student
1719227,Oud-Noord,Private room in home,Private room,2,1.0,1.0,1.0,94.0,1,5,True,False,1,2.0,2.0,703.0,990.0,306.0,85,0.9340659340659341,1.0,5.0,25,0.8064516129032258,1.0,5.0,30,9,0.3,1,2026-04-11,v1_student
1723463,Watergraafsmeer,Entire rental unit,Entire home/apt,4,1.5,3.0,,,5,21,False,False,1,22.0,22.0,315.1818181818182,917.0,2289.0,0,0.0,5.0,21.0,0,0.0,5.0,21.0,30,0,0.0,1,2026-04-11,v1_student
1723551,Centrum-West,Private room in rental unit,Private room,2,1.0,,,,3,10,False,True,1,494.0,494.0,316.6093117408907,1622.0,220.0,0,0.0,3.0,10.0,0,0.0,3.0,10.0,30,0,0.0,1,2026-04-11,v1_student
1731246,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,553.0,2,30,False,False,1,48.0,47.0,201.0625,518.0,935.0,0,0.0,2.0,30.0,0,0.0,2.0,30.0,30,0,0.0,1,2026-04-11,v1_student
